combination,model,k_cross_val,max_authors,model_params,accuracy
11,svm,9,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.7321527777777779
11,svm,9,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.7859722222222222
11,svm,9,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.8614814814814815
11,svm,5,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.6685
11,svm,5,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.72075
11,svm,5,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.8213333333333335
11,svm,2,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.5609375
11,svm,2,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.638125
11,svm,2,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.7066666666666667
4,k_neighbors,9,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.90375
4,k_neighbors,9,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.92625
4,k_neighbors,9,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.9503703703703704
